user_id,crop_id,rating,state,soil_quality,rainfall,yield
39,1,5,State2,1.4473952495864468,97.8329737705031,1333.412487228435
29,6,5,State4,0.8373401410170235,85.79430013239207,1024.3014593681485
15,6,1,State4,1.2249811699240525,102.21311367797993,1101.4908676573082
43,16,2,State1,1.038813009039619,101.1548262958734,1167.1508027715001
8,4,4,State4,0.5606289260664682,115.2785995477906,1026.8081772466048
21,11,2,State1,1.1899997373089435,104.3671646235406,1048.1265488050308
39,9,2,State3,1.1900965582378435,93.75772216207828,782.6749646092585
19,3,1,State3,1.430606804846537,106.16273806649025,820.776994312683
23,19,1,State4,0.9973124461689724,84.5470897015309,810.4370489743106
11,8,1,State4,0.7302509207105147,99.42788967963524,1121.091683364107
11,5,1,State2,0.5445638234486792,104.79101850393371,1014.178130564413
24,4,5,State4,0.9156421866859057,101.9397639722519,820.7936872468824
36,6,1,State2,0.8019167000775018,106.22597642403976,1116.0197683270414
40,2,5,State3,1.2610883060238756,90.33930976430813,1108.6912921908213
24,20,5,State3,0.8542677648410466,117.28047104214274,861.006801740127
3,11,1,State1,1.449071196314844,127.3325342409356,994.4344910741453
22,4,3,State3,1.4623102029877844,75.95985782712108,1109.4283350120954
2,15,4,State2,1.120908590217708,81.76603006068628,828.3289291761153
24,6,2,State4,1.4286602870148828,100.64624512036578,1113.24535297919
44,17,5,State1,1.2608543445144957,96.15173529170688,1060.2047208327124
30,6,4,State2,1.0468596409751263,128.44618608659172,800.1600588997948
38,19,3,State4,0.6803079354227781,103.29676485136692,1043.9593469996205
2,2,2,State1,0.95859794351384,120.88817880588937,1073.129717331181
21,15,2,State3,1.0608744633626177,69.263141703196,874.7997747722402
33,11,5,State2,1.36396158073501,112.21254224998528,890.5432700267581
12,8,1,State4,0.9813333765356649,89.26724771112518,798.3160138137621
22,19,3,State1,1.3976746726779568,89.02686145570514,910.2002061752212
44,13,5,State1,1.174348979023469,96.27462960381814,997.5835979125704
25,12,3,State3,0.6369990630536714,78.63124540403362,891.0955682611359
